heart_rate_avg,heart_rate_min,heart_rate_max,heart_rate_variability,resting_heart_rate,steps,active_calories,exercise_minutes,stand_hours,sleep_hours,sleep_quality,blood_oxygen,temperature_d0,humidity_d0,precipitation_d0,wind_speed_d0,atmospheric_pressure_d0,uv_index_d0,temperature_d1,humidity_d1,precipitation_d1,wind_speed_d1,atmospheric_pressure_d1,uv_index_d1,temperature_d3,humidity_d3,precipitation_d3,wind_speed_d3,atmospheric_pressure_d3,uv_index_d3,temperature_d7,humidity_d7,precipitation_d7,wind_speed_d7,atmospheric_pressure_d7,uv_index_d7,fatigue_label,user_type,date
74.47042737710109,69.19484349268802,122.17161277548675,21.290694189716525,56.092051160280526,5813.472890336431,194.02860984736776,39.13333148158677,8.917436840701098,8.418482587216019,63.17956850366612,94.64364062533144,37.07736955985979,66.05828132063826,0.8150856201416874,1.1029218948405772,1022.727104721309,5.378188076923989,30.561835594919874,64.54725317448745,3.811869974202127,1.7011940439549673,1018.1477950785093,4.593200508939126,31.718717459053828,56.5879631930754,0.6980637664659812,0.3146196375515259,1022.508254789903,6.022306475978121,30.064028282709565,69.67236348191057,1.1767903600912788,0.8219520101884554,1023.4283562522002,5.285818183725848,1,general,2025-11-23 13:46:42.262060
68.75562128945934,65.39706946330215,132.25414525640517,35.95460984908697,62.75037208848733,5730.44049652521,261.6696832767094,0.0,7.740874349061009,8.788095242892535,68.02850698030251,97.86570080503995,4.959039446328215,71.74992616605218,2.0122075541264017,1.4685254349838819,1027.2654665660639,7.48658902638218,2.324003189734419,70.21653931001119,0.4726872005009598,0.8150365781895709,1029.9010632539903,8.703499017545774,1.4708716507034447,69.20783194701866,0.6613423100304792,1.5968532549135954,1025.4437090306594,9.066713260293753,0.2847797610334656,75.9044914988627,0.5997511202444092,0.3850694484853076,1028.276456102171,8.627912584005191,1,general,2025-11-22 13:46:42.262066
75.82919684290623,58.47704295936139,119.94402150100073,42.20952253209698,63.14413497635557,1972.1991166359578,218.1115742996057,37.865421698001015,8.569062606365845,8.098427894562654,64.23404620641314,99.22150634482928,16.972831384838845,27.640205785905184,1.6623885043510924,1.8047826381667451,980.0,2.481760315046239,15.725102075116313,29.509770233211476,5.560133144274263,0.7618141085145541,983.3586441302167,3.029713055640598,17.10841482984929,31.40350654772563,3.4586508974722365,1.5163520165246025,984.7937339890116,1.8214081459882112,24.052739148107324,26.70266970358279,3.9402909568607356,1.6603776294937398,980.0,4.660467050254753,0,general,2025-11-21 13:46:42.262067
83.70726870767223,52.82450577835541,129.14873093685824,74.42762720276266,66.78104276674725,6075.747463235975,273.2805853762407,20.79296695866894,10.786829318794249,5.169002770845876,73.43543461029955,98.51036994760788,18.367092662945833,45.74875621720833,3.0447579072365256,2.98504505220499,1013.7847837178226,9.79799656840018,19.722142831060516,42.436239112984644,2.5458083294471368,2.107595178534317,1016.342160262717,8.67937730198125,27.419262301253443,33.49417726859163,1.9306106391416569,4.1355696928215995,1012.451891161658,6.4570919470260435,21.1364377720256,40.16193843173965,3.461968299852831,3.8568148320591575,1005.5112165322411,7.576366404329216,1,general,2025-11-20 13:46:42.262067
67.89261962748998,63.58578650890872,100.0,55.791743743472615,52.06513309375339,9051.921429100887,320.01895650043355,37.73423879555886,12.194641637576284,7.313493080966689,87.56332090900487,99.16895504971457,20.393168655158835,52.75592519284927,1.6557092545217633,5.811813717459524,980.0,4.505920247962029,22.304183504386618,59.46148288298139,4.670447593212743,5.893364882056883,984.4221303155713,3.042774947525732,18.518178812133385,57.53199147778315,3.2704615455784505,6.16690272957951,981.1276710841571,3.5739763126814874,21.22530168451181,56.423743560499744,1.4610079940590102,9.915308221665146,986.8820185616321,2.199901970395322,0,general,2025-11-19 13:46:42.262068
67.89276738745737,61.147883083374,139.05258044008582,29.303258032601526,67.74053819077865,3432.1500665849735,467.20162808639384,38.98477046238692,10.426218327158933,6.1131509100997015,61.97645195716434,96.57622093760351,22.29261441401434,37.49315013784789,3.414037498829598,6.177285242957268,1015.8005794964182,9.991795063340753,20.476730155815034,40.8657459613901,2.5025612154070354,6.689854375377287,1007.6750375818257,8.285549040473056,23.938687550868217,39.73259526590258,2.800126127798093,10.441031293822551,1011.1355418634092,9.813830562689773,23.58685749614778,43.177789176580184,2.6347805728173608,7.588049908055141,1012.8089733917752,10.132918829684984,1,general,2025-11-18 13:46:42.262068
84.21291533956652,65.16154576022186,135.02290403188226,54.804508051846916,45.0,9935.75142294166,305.0377345812017,53.942471100144836,9.254308021179424,7.256873072498311,85.01066647098938,96.06676206364871,23.617680722876223,42.35530315097208,0.9122779182593579,3.174323483551185,1012.4574534743552,3.041847043156153,23.525092660860697,41.03904859481685,1.2285454458518041,3.546471133173497,1014.4475994409506,3.1807008342553176,27.46480257383931,37.83212465558667,3.9758927237058077,2.9394224903833535,1010.2826596587378,2.206260232472586,27.567280931875317,54.46319332246952,4.3738631564380235,6.176212181848492,1002.8568406223862,1.2257640555374234,0,general,2025-11-17 13:46:42.262069
76.90691256237618,63.081374413455755,119.47531600970437,26.337744154862882,57.96092358108952,8365.769499036147,128.01240105225702,49.362165657181656,12.74502942576107,8.676005083360673,61.83826305949046,95.5261972955364,19.80600814797701,50.543349464398915,2.4010368959230255,10.422115521897739,988.59988982329,1.1467645602093293,19.32662952689954,48.51870492682008,3.1033307738229965,8.86880745797027,982.574394756924,0.06477486440073049,17.881464228610767,50.5035516667755,9.005638933141253,7.985111987218094,986.2231838588752,0.0,13.43815957699687,62.120182906681514,2.330046394613694,8.120962556394206,983.9822494497491,3.2480055602913245,1,general,2025-11-16 13:46:42.262069
65.77473052658543,66.39642172255468,147.5256677002157,63.15767475441903,59.093809260387644,4944.146698481094,509.60949850932246,49.23828992698533,8.217908817371194,7.8661810030499675,60.980846237540504,96.88820706677281,18.964225828186652,68.97491675647109,4.869166998189517,3.50441460033392,1031.2868304498008,1.9579460544029426,13.319794142955175,65.21479639918435,3.5570677197947553,3.705869844036485,1031.1389704688463,3.8688358121696855,18.41415762683361,57.902505423097026,3.5622750897865765,3.650951759394151,1027.3433393239477,4.601202199324971,24.1284039683387,79.3913697395926,2.8144202643840095,2.481665361342465,1033.848983425199,4.428845910687009,1,general,2025-11-15 13:46:42.262070
74.88304039227368,53.718118307515454,152.8138326149046,41.4042548745497,68.0666146085699,6603.717015454027,232.80738129389445,50.98606574499229,11.577298345917267,8.877709039676919,82.64173003846177,96.84281840806236,12.325393190970098,62.29798683743098,1.1545990983273295,7.400548342846563,1020.0472805219488,2.2961849495153777,15.313719832830898,46.97446202401107,2.1969515108823465,7.116805497207563,1016.4907235172327,2.4898075470835024,15.496872117382958,48.22131808125265,1.824662347995675,9.436341646648811,1012.077077830725,1.9836256333430715,10.945250167931652,70.39392929643465,2.8885277100765254,12.573475156795627,1019.3112101091075,2.4563610679965966,0,general,2025-11-14 13:46:42.262070
